"Country or Area","Year","Value","Value Footnotes"
"St. Lucia","2003","810093360.740741",""
"St. Lucia","2002","746048893.333333",""
"St. Lucia","2001","742383570.814815",""
"St. Lucia","2000","780895370.37037",""
"St. Vincent and the Grenadines","2014","729738560.37037",""
"St. Vincent and the Grenadines","2013","720636185.185185",""
"St. Vincent and the Grenadines","2012","692933740.740741",""
"St. Vincent and the Grenadines","2011","676129407.407407",""
"St. Vincent and the Grenadines","2010","681225962.962963",""
"St. Vincent and the Grenadines","2009","674922481.481482",""
"St. Vincent and the Grenadines","2008","695428851.851852",""
"St. Vincent and the Grenadines","2007","651436074.074074",""
"St. Vincent and the Grenadines","2006","610778296.296296",""
"St. Vincent and the Grenadines","2005","550728666.666667",""
"St. Vincent and the Grenadines","2004","521975111.111111",""
"St. Vincent and the Grenadines","2003","481806296.296296",""
"St. Vincent and the Grenadines","2002","461883444.444444",""
"St. Vincent and the Grenadines","2001","430040370.37037",""
"St. Vincent and the Grenadines","2000","396270000",""
"Sub-Saharan Africa (all income levels)","2014","1754486218759.34",""
"Sub-Saharan Africa (all income levels)","2013","1678735616972.07",""
"Sub-Saharan Africa (all income levels)","2012","1595978753436.91",""
"Sub-Saharan Africa (all income levels)","2011","1527194806784.19",""
"Sub-Saharan Africa (all income levels)","2010","1355385369041.19",""
"Sub-Saharan Africa (all income levels)","2009","1012946855152.92",""
"Sub-Saharan Africa (all income levels)","2008","1060100505689.78",""
"Sub-Saharan Africa (all income levels)","2007","929083765335.499",""
"Sub-Saharan Africa (all income levels)","2006","799471145175.666",""
"Sub-Saharan Africa (all income levels)","2005","685042578986.808",""
"Sub-Saharan Africa (all income levels)","2004","582611848265.244",""
"Sub-Saharan Africa (all income levels)","2003","468482928040.371",""
"Sub-Saharan Africa (all income levels)","2002","366799826512.237",""
"Sub-Saharan Africa (all income levels)","2001","342258522218.908",""
"Sub-Saharan Africa (all income levels)","2000","367684964386.555",""
"Sub-Saharan Africa (developing only)","2014","1753063188384.04",""
"Sub-Saharan Africa (developing only)","2013","1677324106175.29",""
"Sub-Saharan Africa (developing only)","2012","1594844603138.52",""
"Sub-Saharan Africa (developing only)","2011","1526129143514.66",""
"Sub-Saharan Africa (developing only)","2010","1354415555621.32",""
"Sub-Saharan Africa (developing only)","2009","1012099437518.1",""
"Sub-Saharan Africa (developing only)","2008","1059133212072.05",""
"Sub-Saharan Africa (developing only)","2007","928047176561.854",""
"Sub-Saharan Africa (developing only)","2006","798450109672.653",""
"Sub-Saharan Africa (developing only)","2005","684118756365.298",""
"Sub-Saharan Africa (developing only)","2004","581767601499.957",""
"Sub-Saharan Africa (developing only)","2003","467772773611.476",""
"Sub-Saharan Africa (developing only)","2002","366096527786.401",""
"Sub-Saharan Africa (developing only)","2001","341631319280.261",""
"Sub-Saharan Africa (developing only)","2000","367065637596.616",""
"Sudan","2014","73814947340.8984",""
"Sudan","2013","66480141187.3528",""
"Sudan","2012","62688889672.5441",""
"Sudan","2011","67327289319.733","3"
"Sudan","2010","65634109236.7736",""
"Sudan","2009","53150209167.934",""
"Sudan","2008","54526580231.5568",""
"Sudan","2007","45898948564.0593",""
"Sudan","2006","35822408611.5588",""
"Sudan","2005","26524538565.7403",""
"Sudan","2004","21457470202.7839",""
"Sudan","2003","17646503525.1743",""
"Sudan","2002","14803189092.7044",""
"Sudan","2001","13182979783.533",""
"Sudan","2000","12257418326.0734",""
"Suriname","2014","5210303030.30303",""
"Suriname","2013","5130909090.90909",""
"Suriname","2012","4980000000",""
"Suriname","2011","4422276621.78703",""
"Suriname","2010","4368398047.64333",""
"Suriname","2009","3875409836.06557",""
"Suriname","2008","3532969034.60838",""
"Suriname","2007","2936612021.85792",""
"Suriname","2006","2626380435.17877",""
"Suriname","2005","1793776693.10555",""
"Suriname","2004","1484092538.40527",""
"Suriname","2003","1271196078.43137",""
"Suriname","2002","1078402127.65957",""
"Suriname","2001","763465550.458716",""
"Suriname","2000","892164393.939394",""
"Swaziland","2014","4412891833.36865",""
"Swaziland","2013","4562432041.09745",""
"Swaziland","2012","4912817417.78319",""
"Swaziland","2011","4963056465.27386",""
"Swaziland","2010","3527776867.18024",""
"Swaziland","2009","3144671158.99784",""
"Swaziland","2008","3019779208.83165",""
"Swaziland","2007","3053808158.51478",""
"Swaziland","2006","2947943587.09296",""
"Swaziland","2005","2584089443.80671",""
"Swaziland","2004","2420645241.19141",""
"Swaziland","2003","1854032545.904",""
"Swaziland","2002","1224226095.04113",""
"Swaziland","2001","1349339652.22846",""
"Swaziland","2000","1524496383.18107",""
"Sweden","2014","571100683085.099",""
"Sweden","2013","578742001487.571",""
"Sweden","2012","543880647757.404",""
"Sweden","2011","563113421113.421",""
"Sweden","2010","488379327089.837",""
"Sweden","2009","429657033107.737",""
"Sweden","2008","513965650650.119",""
"Sweden","2007","487816328342.309",""
"Sweden","2006","420032121655.688",""
"Sweden","2005","389042298376.845",""
"Sweden","2004","381705425301.746",""
"Sweden","2003","331108912605.271",""
"Sweden","2002","263926220332.543",""
"Sweden","2001","239917320966.977",""
"Sweden","2000","259802012617.057",""
"Switzerland","2014","701037135966.049",""
"Switzerland","2013","684919206141.128",""
"Switzerland","2012","665408300271.743",""
"Switzerland","2011","696311671959.459",""
"Switzerland","2010","581211708792.789",""
"Switzerland","2009","539528229942.101",""
"Switzerland","2008","551546962699.658",""
"Switzerland","2007","477407802315.895",""
"Switzerland","2006","429195591242.622",""
"Switzerland","2005","407535656039.19",""
"Switzerland","2004","393541693928.428",""
"Switzerland","2003","351982634291.23",""
"Switzerland","2002","301127808995.252",""
"Switzerland","2001","278628772872.719",""
"Switzerland","2000","271659728209.379",""
"Syrian Arab Republic","2007","40405006007.2086",""
"Syrian Arab Republic","2006","33332844574.7801",""
"Syrian Arab Republic","2005","28858965517.2414",""
"Syrian Arab Republic","2004","25086930693.0693",""
"Syrian Arab Republic","2003","21828144686.0394",""
"Syrian Arab Republic","2002","21582248881.6592",""
"Syrian Arab Republic","2001","21099833783.503",""
"Syrian Arab Republic","2000","19325894913.1254",""
"Tajikistan","2014","9236309138.04277",""
"Tajikistan","2013","8506674782.75471",""
"Tajikistan","2012","7633036366.03545",""
"Tajikistan","2011","6522755783.39303",""
"Tajikistan","2010","5642221528.67072",""
"Tajikistan","2009","4979471963.7922",""
"Tajikistan","2008","5161298559.34241",""
"Tajikistan","2007","3719515378.91771",""
"Tajikistan","2006","2830228903.33498",""
"Tajikistan","2005","2312344310.51263",""
"Tajikistan","2004","2076148710.31813",""
"Tajikistan","2003","1554125542.56223",""
"Tajikistan","2002","1221113794.72523",""
"Tajikistan","2001","1080774005.56446",""
"Tajikistan","2000","860550294.273467",""
"Tanzania","2014","48030400964.2053",""
"Tanzania","2013","44333456244.744",""
"Tanzania","2012","39087748240.4403",""
"Tanzania","2011","33878631649.4157",""
"Tanzania","2010","31407908612.0943",""
"Tanzania","2009","28573777052.4542",""
"Tanzania","2008","27368386358.131",""
"Tanzania","2007","21501741757.484",""
"Tanzania","2006","18610460326.5437",""
"Tanzania","2005","16929976600.142",""
"Tanzania","2004","12825801580.9281",""
"Tanzania","2003","11659129888.8021",""
"Tanzania","2002","10805599892.7355",""
"Tanzania","2001","10383560602.8537",""
"Tanzania","2000","10185786382.8283",""
"Thailand","2014","404320038916.496",""
"Thailand","2013","419888628523.075",""
"Thailand","2012","397290682074.825",""
"Thailand","2011","370608559050.496",""
"Thailand","2010","340923571200.889",""
"Thailand","2009","281574762729.76",""
"Thailand","2008","291383081231.82",""
"Thailand","2007","262942650543.771",""
"Thailand","2006","221758486880.313",""
"Thailand","2005","189318499954.003",""
"Thailand","2004","172895476152.592",""
"Thailand","2003","152280653543.725",""
"Thailand","2002","134300851255.002",""
"Thailand","2001","120296746256.631",""
"Thailand","2000","126392308497.749",""
"Timor-Leste","2014","1371172832.77153",""
"Timor-Leste","2013","1319000000",""
"Timor-Leste","2012","1295000000",""
"Timor-Leste","2011","1138000000",""
"Timor-Leste","2010","934000000",""
"Timor-Leste","2009","818000000",""
"Timor-Leste","2008","694000000",""
"Timor-Leste","2007","559000000",""
"Timor-Leste","2006","463000000",""
"Timor-Leste","2005","491000000",""
"Timor-Leste","2004","466000000",""
"Timor-Leste","2003","453000000",""
"Timor-Leste","2002","444000000",""
"Timor-Leste","2001","452000000",""
"Timor-Leste","2000","368000000",""
"Togo","2014","4482535926.29673",""
"Togo","2013","4081112865.35503",""
"Togo","2012","3866617462.61854",""
"Togo","2011","3756023159.96",""
"Togo","2010","3172945644.5585",""
"Togo","2009","3163000528.8167",""
"Togo","2008","3163416242.05877",""
"Togo","2007","2523462557.38975",""
"Togo","2006","2202809251.31304",""
"Togo","2005","2115154262.03025",""
"Togo","2004","1937074572.08687",""
"Togo","2003","1673690429.61609",""
"Togo","2002","1474630207.08242",""
"Togo","2001","1332328999.09077",""
"Togo","2000","1294250233.18894",""
"Tonga","2014","434386306.626299",""
"Tonga","2013","432889959.433327",""
"Tonga","2012","457244315.207909",""
"Tonga","2011","441232909.196067",""
"Tonga","2010","369816107.03043",""
"Tonga","2009","321303416.072745",""
"Tonga","2008","340041546.540362",""
"Tonga","2007","299657872.038155",""
"Tonga","2006","287983019.892393",""
"Tonga","2005","258739680.905816",""
"Tonga","2004","236247362.548184",""
"Tonga","2003","208098552.754435",""
"Tonga","2002","181801931.48688",""
"Tonga","2001","167042898.851008",""
"Tonga","2000","188623258.458914",""
"Trinidad and Tobago","2014","28874122633.5743",""
"Trinidad and Tobago","2013","27257411604.0108",""
"Trinidad and Tobago","2012","24580844842.603",""
"Trinidad and Tobago","2011","24409826346.0908",""
"Trinidad and Tobago","2010","21037612736.256",""
"Trinidad and Tobago","2009","19175196445.7936",""
"Trinidad and Tobago","2008","27870257894.2347",""
"Trinidad and Tobago","2007","21642304045.512",""
"Trinidad and Tobago","2006","18369070082.7212",""
"Trinidad and Tobago","2005","15982282467.617",""
"Trinidad and Tobago","2004","13280275123.0354",""
"Trinidad and Tobago","2003","11305459802.0683",""
"Trinidad and Tobago","2002","9008273720.93395",""
"Trinidad and Tobago","2001","8824873259.32105",""
"Trinidad and Tobago","2000","8154338232.95978",""
"Tunisia","2014","47603227896.5659",""
"Tunisia","2013","46255554871.6686",""
"Tunisia","2012","45044176963.9542",""
"Tunisia","2011","45810626509.4474",""
"Tunisia","2010","44050929160.2627",""
"Tunisia","2009","43454935940.1614",""
"Tunisia","2008","44856586316.0458",""
"Tunisia","2007","38908069299.204",""
"Tunisia","2006","34378437265.2141",""
"Tunisia","2005","32273007553.5687",""
"Tunisia","2004","31183139301.4853",""
"Tunisia","2003","27453084982.5378",""
"Tunisia","2002","23142294436.2383",""
"Tunisia","2001","22066101341.4888",""
"Tunisia","2000","21473188881.5933",""
"Turkey","2014","798797266164.039",""
"Turkey","2013","823242587456.666",""
"Turkey","2012","788863301224.944",""
"Turkey","2011","774754155820.895",""
"Turkey","2010","731168051636.944",""
"Turkey","2009","614553921935.484",""
"Turkey","2008","730337495197.849",""
"Turkey","2007","647155131629.442",""
"Turkey","2006","530900094644.732",""
"Turkey","2005","482979839089.015",""
"Turkey","2004","392166275622.589",""
"Turkey","2003","303005303084.816",""
"Turkey","2002","232534560443.206",""
"Turkey","2001","196005289735.64",""
"Turkey","2000","266567532789.507",""
"Turkmenistan","2014","43485614035.0877",""
"Turkmenistan","2013","39197543859.6491",""
"Turkmenistan","2012","35164210526.3158",""
"Turkmenistan","2011","29233333333.3333",""
"Turkmenistan","2010","22583157894.7368",""
"Turkmenistan","2009","20214385964.9123",""
"Turkmenistan","2008","19271523178.8079",""
"Turkmenistan","2007","12664165103.1895",""
"Turkmenistan","2006","10277598152.4249",""
"Turkmenistan","2005","8104355716.8784",""
"Turkmenistan","2004","6838351088.46688",""
"Turkmenistan","2003","5977440582.80171",""
"Turkmenistan","2002","4462028988.72949",""
"Turkmenistan","2001","3534771968.51189",""
"Turkmenistan","2000","2904662604.82053",""
"Tuvalu","2014","37859554.4597051",""
"Tuvalu","2013","38320765.1171645",""
"Tuvalu","2012","39875750.6730172",""
"Tuvalu","2011","39312016.5033522",""
"Tuvalu","2010","31823518.6204366",""
"Tuvalu","2009","27101076.2751521",""
"Tuvalu","2008","30290219.7617849",""
"Tuvalu","2007","27030374.0272781",""
"Tuvalu","2006","22902861.4457831",""
"Tuvalu","2005","21839543.6333183",""
"Tuvalu","2004","21535683.8836479",""
"Tuvalu","2003","18230911.0375253",""
"Tuvalu","2002","15451309.0427519",""
"Tuvalu","2001","13196254.8666433",""
"Tuvalu","2000","13741844.5911473",""
"Uganda","2014","26998477707.0964",""
"Uganda","2013","24662957836.494",""
"Uganda","2012","23236898742.1315",""
"Uganda","2011","20262889523.9576",""
"Uganda","2010","20181796802.8574",""
"Uganda","2009","17878178830.7227",""
"Uganda","2008","14239026629.639",""
"Uganda","2007","12292813603.2327",""
"Uganda","2006","9942597779.99265",""
"Uganda","2005","9013834373.41246",""
"Uganda","2004","7940362799.17997",""
"Uganda","2003","6336696288.98214",""
"Uganda","2002","6178563590.89254",""
"Uganda","2001","5840503868.57245",""
"Uganda","2000","6193246837.09687",""
"Ukraine","2014","131805126738.287","2"
"Ukraine","2013","181334417615.413",""
"Ukraine","2012","175781379051.433",""
"Ukraine","2011","163159671670.265",""
"Ukraine","2010","136419300367.962",""
"Ukraine","2009","117227769791.56",""
"Ukraine","2008","179992405832.321",""
"Ukraine","2007","142719009900.99",""
"Ukraine","2006","107753069306.931",""
"Ukraine","2005","86142018069.3504",""
"Ukraine","2004","64883060725.7003",""
"Ukraine","2003","50132953288.203",""
"Ukraine","2002","42392896031.2394",""
"Ukraine","2001","38009344576.6088",""
"Ukraine","2000","31261718319.1794",""
"United Arab Emirates","2014","399451327433.628",""
"United Arab Emirates","2013","387192103471.75",""
"United Arab Emirates","2012","373429543907.42",""
"United Arab Emirates","2011","348526072157.931",""
"United Arab Emirates","2010","286049336038.121",""
"United Arab Emirates","2009","253547358747.447",""
"United Arab Emirates","2008","315474615738.598",""
"United Arab Emirates","2007","257916133424.098",""
"United Arab Emirates","2006","222105922396.188",""
"United Arab Emirates","2005","180617018379.85",""
"United Arab Emirates","2004","147824370319.946",""
"United Arab Emirates","2003","124346358066.712",""
"United Arab Emirates","2002","109816201497.617",""
"United Arab Emirates","2001","103311640571.818",""
"United Arab Emirates","2000","104337372362.151",""
"United Kingdom","2014","2990201431078.23",""
"United Kingdom","2013","2712296271989.99",""
"United Kingdom","2012","2630472981169.65",""
"United Kingdom","2011","2594904662714.31",""
"United Kingdom","2010","2403504326328.8",""
"United Kingdom","2009","2314577036921.64",""
"United Kingdom","2008","2793376838235.29",""
"United Kingdom","2007","2969733893557.42",""
"United Kingdom","2006","2588077276908.92",""
"United Kingdom","2005","2418941818181.82",""
"United Kingdom","2004","2297889051629.44",""
"United Kingdom","2003","1943025306122.45",""
"United Kingdom","2002","1680256294964.03",""
"United Kingdom","2001","1535942133294.95",""
"United Kingdom","2000","1554801028899.98",""
"United States","2014","17348071500000",""
"United States","2013","16663160000000",""
"United States","2012","16155255000000",""
"United States","2011","15517926000000",""
"United States","2010","14964372000000",""
"United States","2009","14418739000000",""
"United States","2008","14718582000000",""
"United States","2007","14477635000000",""
"United States","2006","13855888000000",""
"United States","2005","13093726000000",""
"United States","2004","12274928000000",""
"United States","2003","11510670000000",""
"United States","2002","10977514000000",""
"United States","2001","10621824000000",""
"United States","2000","10284779000000",""
"Upper middle income","2014","21861947545542.2",""
"Upper middle income","2013","21361445884646.6",""
"Upper middle income","2012","20104368695330.5",""
"Upper middle income","2011","18831211846057.8",""
"Upper middle income","2010","15726205931909.4",""
"Upper middle income","2009","12970325712403.5",""
"Upper middle income","2008","13489581348585.1",""
"Upper middle income","2007","11020135159565.4",""
"Upper middle income","2006","8854365546281.05",""
"Upper middle income","2005","7438380445157.3",""
"Upper middle income","2004","6174402129740.3",""
"Upper middle income","2003","5141805853627.86",""
"Upper middle income","2002","4568437008907.73",""
"Upper middle income","2001","4556013896834.22",""
"Upper middle income","2000","4502629526827.03",""
"Uruguay","2014","57235766827.0376",""
"Uruguay","2013","57531233351.2089",""
"Uruguay","2012","51265399742.6953",""
"Uruguay","2011","47962439302.6658",""
"Uruguay","2010","40284682481.3918",""
"Uruguay","2009","31660911278.5627",""
"Uruguay","2008","30366213118.4076",""
"Uruguay","2007","23410572633.2882",""
"Uruguay","2006","19579457966.0538",""
"Uruguay","2005","17362857683.8545",""
"Uruguay","2004","13686329890.1191",""
"Uruguay","2003","12045631092.5353",""
"Uruguay","2002","13606494599.4261",""
"Uruguay","2001","20898788416.6348",""
"Uruguay","2000","22823255801.8447",""
"Uzbekistan","2014","63132848445.0133",""
"Uzbekistan","2013","56795656324.5823",""
"Uzbekistan","2012","51183443224.9939",""
"Uzbekistan","2011","45324319955.3884",""
"Uzbekistan","2010","39332770928.9426",""
"Uzbekistan","2009","32816828372.9753",""
"Uzbekistan","2008","27934030937.2157",""
"Uzbekistan","2007","22311393927.8817",""
"Uzbekistan","2006","17030896203.1963",""
"Uzbekistan","2005","14307509838.8053",""
"Uzbekistan","2004","12030023547.8807",""
"Uzbekistan","2003","10128112401.4248",""
"Uzbekistan","2002","9687951055.22541",""
"Uzbekistan","2001","11401351420.1718",""
"Uzbekistan","2000","13760374487.51",""
"Vanuatu","2014","814954586.8173",""
"Vanuatu","2013","801787555.861121",""
"Vanuatu","2012","781702874.106058",""
"Vanuatu","2011","792149700.679116",""
"Vanuatu","2010","700804286.224354",""
"Vanuatu","2009","610066628.693058",""
"Vanuatu","2008","607958616.143415",""
"Vanuatu","2007","526428309.945088",""
"Vanuatu","2006","439376794.094041",""
"Vanuatu","2005","394962552.336108",""
"Vanuatu","2004","364996869.129618",""
"Vanuatu","2003","314463144.04219",""
"Vanuatu","2002","262603781.799059",""
"Vanuatu","2001","257926881.72043",""
"Vanuatu","2000","272014693.050806",""
"Venezuela, RB","2013","371336634589.947",""
"Venezuela, RB","2012","381286237847.667",""
"Venezuela, RB","2011","316482190800.364",""
"Venezuela, RB","2010","393801459277.332",""
"Venezuela, RB","2009","329418979506.288",""
"Venezuela, RB","2008","315600203539.823",""
"Venezuela, RB","2007","230364229156.963",""
"Venezuela, RB","2006","183477522123.894",""
"Venezuela, RB","2005","145513489651.872",""
"Venezuela, RB","2004","112451400422.982",""
"Venezuela, RB","2003","83622191418.9774",""
"Venezuela, RB","2002","92889586976.1833",""
"Venezuela, RB","2001","122909734601.322",""
"Venezuela, RB","2000","117147614565.563",""
"Vietnam","2014","186204652922.262",""
"Vietnam","2013","171222025117.381",""
"Vietnam","2012","155820001920.492",""
"Vietnam","2011","135539487317.008",""
"Vietnam","2010","115931749904.839",""
"Vietnam","2009","106014600963.977",""
"Vietnam","2008","99130304099.1274",""
"Vietnam","2007","77414425532.2452",""
"Vietnam","2006","66371664817.0436",""
"Vietnam","2005","57633255739.3984",""
"Vietnam","2004","49424107709.8946",""
"Vietnam","2003","42717072777.5929",""
"Vietnam","2002","37947904054.452",""
"Vietnam","2001","35291349277.3064",""
"Vietnam","2000","33640085727.512",""
"West Bank and Gaza","2014","12715600000",""
"West Bank and Gaza","2013","12476000000",""
"West Bank and Gaza","2012","11279400000",""
"West Bank and Gaza","2011","10459845737.4302",""
"West Bank and Gaza","2010","8913100000",""
"West Bank and Gaza","2009","7268200000",""
"West Bank and Gaza","2008","6673500000",""
"West Bank and Gaza","2007","5505800000",""
"West Bank and Gaza","2006","4910100000",""
"West Bank and Gaza","2005","4831800000",""
"West Bank and Gaza","2004","4329200000",""
"West Bank and Gaza","2003","3968000000",""
"West Bank and Gaza","2002","3555800000",""
"West Bank and Gaza","2001","4003700000",""
"West Bank and Gaza","2000","4313600000",""
"World","2014","78106337567715.3",""
"World","2013","76431318769141.1",""
"World","2012","74428356862439.7",""
"World","2011","72843138849548.9",""
"World","2010","65647819210535",""
"World","2009","59835529905240.6",""
"World","2008","63128556653064.6",""
"World","2007","57583425018506.1",""
"World","2006","51074511683436.2",""
"World","2005","47142587523753.3",""
"World","2004","43552125346243.3",""
"World","2003","38656298927512.4",""
"World","2002","34418046864505.1",""
"World","2001","33134207861323.5",""
"World","2000","33321297208153.5",""
"Yemen, Rep.","2013","35954502303.5041",""
"Yemen, Rep.","2012","32074766834.7453",""
"Yemen, Rep.","2011","31078858746.492",""
"Yemen, Rep.","2010","30906753495.1501",""
"Yemen, Rep.","2009","28459501429.6512",""
"Yemen, Rep.","2008","30397203368.9725",""
"Yemen, Rep.","2007","25633674563.5493",""
"Yemen, Rep.","2006","19081726103.2145",""
"Yemen, Rep.","2005","16753772447.794",""
"Yemen, Rep.","2004","13873500887.5612",""
"Yemen, Rep.","2003","11777768086.8693",""
"Yemen, Rep.","2002","10693278291.8149",""
"Yemen, Rep.","2001","9854042164.67463",""
"Yemen, Rep.","2000","9636342274.82408",""
"Zambia","2014","27134637888.441",""
"Zambia","2013","28045517946.1065",""
"Zambia","2012","25503060411.4567",""
"Zambia","2011","23459515284.206",""
"Zambia","2010","20265552104.3964",""
"Zambia","2009","15328342303.9575",""
"Zambia","2008","17910858637.9048",""
"Zambia","2007","14056957976.2648",""
"Zambia","2006","12756858899.2812",""
"Zambia","2005","8331870169.14977",""
"Zambia","2004","6221077674.77871",""
"Zambia","2003","4901839731.26571",""
"Zambia","2002","4193845678.17033",""
"Zambia","2001","4094480988.11931",""
"Zambia","2000","3600683039.73254",""
"Zimbabwe","2014","14196912500",""
"Zimbabwe","2013","13490227100",""
"Zimbabwe","2012","12392715500",""
"Zimbabwe","2011","10956226600",""
"Zimbabwe","2010","9422161300",""
"Zimbabwe","2009","8157077400",""
"Zimbabwe","2008","4415702800",""
"Zimbabwe","2007","5291950100",""
"Zimbabwe","2006","5443896500",""
"Zimbabwe","2005","5755215200",""
"Zimbabwe","2004","5805598400",""
"Zimbabwe","2003","5727591800",""
"Zimbabwe","2002","6342116400",""
"Zimbabwe","2001","6777384700",""
"Zimbabwe","2000","6689957600",""

"footnoteSeqID","Footnote"
"2","Based on data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of th"
"3","Excludes South Sudan after July 9, 2011."
